dra,ddec,dra (arcsec),ddec (arcsec),dra_std,ddec_std,Visit,Filter,Module,nmatch,RAOFF_hdr,DECOFF_hdr,dra_rms,ddec_rms,dra_med,ddec_med,nmatch_sum
-17.31482843162155,13.577870157665494,-17.31482843162155,13.577870157665494,0.1268531236520676,0.11285606385381042,jw01182004001,F115W,nrca1,36.833333333333336,-17.498741851734962,13.499791650964909,0.09002920689492853,0.0978586671910925,-17.35196315613507,13.544372196675369,442
2.3676876491425674,1.1098662423176577,2.3676876491425674,1.1098662423176577,0.12243816712068935,0.11127747993554284,jw01182004002,F115W,nrca1,104.08333333333333,2.0008967091559953,0.9998398003544509,0.2350652967691598,0.21415132738423437,2.288632251232457,1.012523244582141,1249
-17.006104775471726,13.8612996506412,-17.006104775471726,13.8612996506412,0.12197625948458109,0.10973840387273291,jw01182004001,F115W,nrca2,81.25,-17.499427344826586,13.499625398098502,0.18039844416739018,0.27966876948989844,-16.97811085459648,13.835808049613817,975
2.1815652606353524,1.2065541564764573,2.1815652606353524,1.2065541564764573,0.11292184993940929,0.09202067056600226,jw01182004002,F115W,nrca2,40.916666666666664,2.0019688831343956,1.0022024293194534,0.06572283433425727,0.06825045625233343,2.1954847600018184,1.2215839662412122,491
-17.315230211547146,13.595702045987167,-17.315230211547146,13.595702045987167,0.11723993242318352,0.11393298730546174,jw01182004001,F115W,nrca3,42.333333333333336,-17.500428530648833,13.498951841985752,0.12479357961982707,0.0886031226226983,-17.289526827822783,13.56237572891159,508
2.1760498123729803,1.1585025391337425,2.1760498123729803,1.1585025391337425,0.12723978311908266,0.11173726276902489,jw01182004002,F115W,nrca3,120.5,2.003556379681413,0.9992879981462579,0.14987415828116632,0.11976123203017726,2.1426909776000684,1.133939908060654,1446
-17.13466565834551,13.658663098132372,-17.13466565834551,13.658663098132372,0.1198791263122515,0.11288994866750594,jw01182004001,F115W,nrca4,90.58333333333333,-17.505374240495826,13.494411668959415,0.22019149155863754,0.13774190880228443,-17.266593097439227,13.648146850502329,1087
2.177099328814734,1.1655869581979275,2.177099328814734,1.1655869581979275,0.1189214844780343,0.10833085228422716,jw01182004002,F115W,nrca4,50.666666666666664,1.9977444817147898,1.0002780204013675,0.14641889171329533,0.14984844006398698,2.1332735335211055,1.2043646368612428,608
-17.172795779289913,13.702855558950077,-17.172795779289913,13.702855558950077,0.1202625173636408,0.10956057308395974,jw01182004001,F115W,nrcb1,120.16666666666667,-17.539942700027495,13.500843781615776,0.35493745844428515,0.24067939553772635,-17.390056181266118,13.539904858588713,1442
2.1492754345946423,1.091981600510671,2.1492754345946423,1.091981600510671,0.13057966789842068,0.10661624516575469,jw01182004002,F115W,nrcb1,97.25,1.9984400332522227,1.0028758367596637,0.09627504028242356,0.06237468866423853,2.2102776483752677,1.0887694913256354,1167
-17.396823515112487,13.790934859912184,-17.396823515112487,13.790934859912184,0.1157240522843452,0.10709579659852653,jw01182004001,F115W,nrcb2,97.08333333333333,-17.500758834181624,13.499392014557742,0.18980736627189174,0.2061028841541858,-17.492840246915193,13.715526966814394,1165
2.5671111525941797,1.2831859923267288,2.5671111525941797,1.2831859923267288,0.12352679359208935,0.1070011528122819,jw01182004002,F115W,nrcb2,133.16666666666666,1.9878769403835577,0.993201199648496,0.46761622542802295,0.3101549878384435,2.4794714681736423,1.1510278771995388,1598
-16.997323932428117,13.847484177517288,-16.997323932428117,13.847484177517288,0.1287780853061353,0.10992233297193181,jw01182004001,F115W,nrcb3,141.25,-17.499212318587638,13.499012721277756,0.405776099039269,0.2584161113272114,-17.058552382006837,13.796954379038539,1695
2.125188412025068,1.106761893038687,2.125188412025068,1.106761893038687,0.12401706300250824,0.11076789030381252,jw01182004002,F115W,nrcb3,79.58333333333333,1.999099418869264,1.001360531624428,0.16800862691315743,0.09590479033540542,2.035408761823419,1.11062302428968,955
-17.222467142112237,13.705388673743734,-17.222467142112237,13.705388673743734,0.1168214739146939,0.10143440285530593,jw01182004001,F115W,nrcb4,107.0,-17.50131905225942,13.499617390823659,0.32487757995724686,0.12974172571238624,-17.358536676845233,13.662810167370253,1284
2.4184702912255034,1.157451966076394,2.4184702912255034,1.157451966076394,0.11944591432317803,0.10590329560576979,jw01182004002,F115W,nrcb4,110.75,1.9997913189190513,0.9994768635559694,0.20491346520780004,0.1251847565279293,2.4264174420541167,1.1354144047901684,1329
-17.15087080286139,13.73123055535752,-17.15087080286139,13.73123055535752,0.11466246021215513,0.09720399159155342,jw01182004001,F200W,nrca1,166.5,-17.499281151863784,13.499313481935204,0.2801384590491508,0.2195129696806701,-17.258442099687272,13.651454236624105,1998
2.642403103275296,1.5417850125450485,2.642403103275296,1.5417850125450485,0.10168066461403578,0.09811085342885752,jw01182004002,F200W,nrca1,282.1666666666667,1.9486722421368767,0.998577052901183,0.48226183336163403,0.34018790522358217,2.62942692470524,1.5431118292186454,3386
-16.443382094739718,14.129718108015176,-16.443382094739718,14.129718108015176,0.11140687400390831,0.09152780765151482,jw01182004001,F200W,nrca2,258.75,-17.502449809340987,13.497722476965833,0.2722369561388519,0.1307739356282826,-16.438876241692242,14.176768663976901,3105
2.5616912484799284,1.2988193246322268,2.5616912484799284,1.2988193246322268,0.10545339454088197,0.09078147346512049,jw01182004002,F200W,nrca2,196.83333333333334,1.948644183924057,0.998253165266604,0.20620901287831442,0.09073628726387949,2.569876507857953,1.2747394514994284,2362
-17.225496386440682,13.715588837742509,-17.225496386440682,13.715588837742509,0.12109529561539806,0.09536304458845092,jw01182004001,F200W,nrca3,158.75,-17.498545357564694,13.49870538515321,0.1631798171157051,0.10260177462687876,-17.21491600820741,13.744855386884524,1905
2.294411152593693,1.2570453345022372,2.294411152593693,1.2570453345022372,0.10931695198182052,0.09190881430462731,jw01182004002,F200W,nrca3,278.3333333333333,1.9511929331890314,0.9996437433608776,0.3018313082478197,0.1781762912737925,2.170399815441397,1.2297826609275688,3340
-16.758377988820712,13.891931479455998,-16.758377988820712,13.891931479455998,0.10760555827138509,0.09437227207275704,jw01182004001,F200W,nrca4,265.0833333333333,-17.50484902608946,13.523427189903737,0.47867969987054887,0.2923192494527218,-16.90134486826082,13.84360699549012,3181
2.2605743229696142,1.2035266941716074,2.2605743229696142,1.2035266941716074,0.10516515789852122,0.09820559568470637,jw01182004002,F200W,nrca4,172.41666666666666,1.948827997490025,1.0009783423623233,0.27811732113860427,0.09503715603392912,2.2336128041280974,1.1751145874610671,2069
-16.851720706022206,13.88498951760424,-16.851720706022206,13.88498951760424,0.10473036388544486,0.09102682109304251,jw01182004001,F200W,nrcb1,286.25,-17.522941286135847,13.48949632218501,0.4884943008009706,0.2422177932068215,-16.99813295871195,13.824438946335803,3435
2.685479219508761,1.5121595889869823,2.685479219508761,1.5121595889869823,0.11566194198356185,0.09400196029429397,jw01182004002,F200W,nrcb1,233.16666666666666,1.9524555898392009,1.0020290704593862,0.4719477577260522,0.2846908448587481,2.755690806180337,1.6636841480229805,2798
-16.802873807681635,13.898086291639643,-16.802873807681635,13.898086291639643,0.11396410895923968,0.09361164013948749,jw01182004001,F200W,nrcb2,226.33333333333334,-17.497989493380146,13.497184372355894,0.4593983555102671,0.3139166555095645,-16.696045960889023,13.84361405819574,2716
2.3223288679651657,1.2583810502541084,2.3223288679651657,1.2583810502541084,0.10936075097356829,0.09367527735713382,jw01182004002,F200W,nrcb2,275.3333333333333,1.9494435233134026,0.9948607834234338,0.4136941903677224,0.2740996972269932,2.059433838451878,1.1205226591359576,3304
-17.028602989349224,13.834931794530391,-17.028602989349224,13.834931794530391,0.10982108351317559,0.0926989466002398,jw01182004001,F200W,nrcb3,323.5833333333333,-17.510477957138733,13.50517981798014,0.27213772519562224,0.14107833047371882,-17.14598083394094,13.787751577864626,3883
2.0432182049524497,1.1107225310082782,2.0432182049524497,1.1107225310082782,0.10493886379256834,0.09691534368881377,jw01182004002,F200W,nrcb3,177.75,1.949378114515025,1.001389717265532,0.06637121643760657,0.14163952603384833,2.044339925311715,1.1112833082260067,2133
-17.08732210423591,13.856688842953012,-17.08732210423591,13.856688842953012,0.10737575235177411,0.09390564728585443,jw01182004001,F200W,nrcb4,216.66666666666666,-17.502693992570357,13.497750281508502,0.30204392450539314,0.20957591690931318,-17.183835541571852,13.830449061845073,2600
2.4136569577428415,1.2943495673399354,2.4136569577428415,1.2943495673399354,0.10867670190229865,0.09363166411456153,jw01182004002,F200W,nrcb4,256.0833333333333,1.9491901862756549,1.0010923961282217,0.4158999537543762,0.3291248384759154,2.1867918757329337,1.0541321655596505,3073
-16.57612113856885,14.119963746418861,-16.57612113856885,14.119963746418861,0.1290141063074019,0.11735993007789673,jw01182004001,F356W,nrcalong,323.9166666666667,-17.50033956876564,13.498906504556473,0.499171819415069,0.316547253536391,-16.20278152645824,14.259668791085488,3887
3.2221554872724028,1.8652108602651865,3.2221554872724028,1.8652108602651865,0.12758788370596078,0.11750160254213345,jw01182004002,F356W,nrcalong,339.25,2.000063353533619,1.0019580077196935,0.22224040114429952,0.19474882457366335,3.295706712073752,1.9455971898074012,4071
-16.19126248897544,14.464220213854006,-16.19126248897544,14.464220213854006,0.13044152931345257,0.12127164418186294,jw01182004001,F356W,nrcblong,376.4166666666667,-17.500762317381486,13.499023978767633,0.044701496739771855,0.030221465589753135,-16.175638822373912,14.46227977255623,4517
3.136134617161133,1.7476833179707043,3.136134617161133,1.7476833179707043,0.13397791733641187,0.11448066075566882,jw01182004002,F356W,nrcblong,348.9166666666667,2.001268190783321,0.9996567754445564,0.2920566409086735,0.18271400778783525,3.272213541784595,1.8338082370055844,4187
-16.17845156686883,14.479183543894635,-16.17845156686883,14.479183543894635,0.12590582493215668,0.11770893340802736,jw01182004001,F444W,nrcalong,374.6666666666667,-17.4981982063332,13.500729585539181,0.04571346609375538,0.04881362580064832,-16.166190575823975,14.46856538480452,4496
3.1953818844619497,2.0013487851519898,3.1953818844619497,2.0013487851519898,0.13271374232862632,0.11396338996781719,jw01182004002,F444W,nrcalong,373.0,1.9494744949589176,0.9986728563362348,0.10122728972248493,0.16432889493716935,3.214381751707333,2.066959725508454,4476
-16.168749445266712,14.459502253520128,-16.168749445266712,14.459502253520128,0.13237814088932573,0.12161427426159549,jw01182004001,F444W,nrcblong,417.6666666666667,-17.503764941382656,13.499552561309633,0.03573589713776755,0.027553333270548982,-16.164448531542348,14.459198288192553,5012
3.175429048218985,1.7521157766252173,3.175429048218985,1.7521157766252173,0.1338583360120799,0.11585329886518375,jw01182004002,F444W,nrcblong,388.25,1.9542239003164468,1.0004002641519563,0.20757416706828036,0.1422127608851571,3.2264976720063716,1.8064137482225675,4659
