Filename,dra,ddec,dra (arcsec),ddec (arcsec),dra_std,ddec_std,Visit,visitnumber,obsid,Exposure,Filter,Module,ab,nmatch,RAOFF_hdr,DECOFF_hdr
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca1_visit002_exp00008_daophot_basic.fits,1.955102799983092,1.0212757546993458,1.955102799983092,1.0212757546993458,0.07707992326972238,0.061136135580334545,jw01182004002,002,004,8,F200W,nrca1,a,201,1.9486722421368767,0.998577052901183
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca1_visit002_exp00009_daophot_basic.fits,1.9379645465426847,1.0358054089854676,1.9379645465426847,1.0358054089854676,0.06781410043627406,0.0604900300993541,jw01182004002,002,004,9,F200W,nrca1,a,197,1.9486722421368767,0.998577052901183
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca1_visit002_exp00010_daophot_basic.fits,1.9423599157824583,1.0364193756997366,1.9423599157824583,1.0364193756997366,0.06686622673370489,0.05919138228718657,jw01182004002,002,004,10,F200W,nrca1,a,204,1.9486722421368767,0.998577052901183
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca1_visit002_exp00011_daophot_basic.fits,1.9388494558405227,1.0393436861063634,1.9388494558405227,1.0393436861063634,0.07384673485079175,0.06651255603392868,jw01182004002,002,004,11,F200W,nrca1,a,186,1.9486722421368767,0.998577052901183
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca1_visit002_exp00012_daophot_basic.fits,1.9433344713355154,1.0387352103278005,1.9433344713355154,1.0387352103278005,0.06614032869926698,0.06931484378118398,jw01182004002,002,004,12,F200W,nrca1,a,179,1.9486722421368767,0.998577052901183
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00001_daophot_basic.fits,1.9622216044559309,1.0697122394829108,1.9622216044559309,1.0697122394829108,0.059537417776897375,0.05611779249517686,jw01182004002,002,004,1,F200W,nrca2,a,165,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00002_daophot_basic.fits,1.95401647635897,1.066202151793604,1.95401647635897,1.066202151793604,0.057610564118399356,0.05538851848869333,jw01182004002,002,004,2,F200W,nrca2,a,166,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00003_daophot_basic.fits,1.9573375946129772,1.0758409504040714,1.9573375946129772,1.0758409504040714,0.05779909406015486,0.06208556948780389,jw01182004002,002,004,3,F200W,nrca2,a,164,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00004_daophot_basic.fits,1.9524286917863491,1.077747627332414,1.9524286917863491,1.077747627332414,0.054292515874308826,0.06390978020884391,jw01182004002,002,004,4,F200W,nrca2,a,164,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00005_daophot_basic.fits,1.9406958080913455,1.054632959603751,1.9406958080913455,1.054632959603751,0.06023236140679477,0.05817207918830864,jw01182004002,002,004,5,F200W,nrca2,a,173,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00006_daophot_basic.fits,1.94205586652522,1.0552142210811013,1.94205586652522,1.0552142210811013,0.05569419758534212,0.05979983529097572,jw01182004002,002,004,6,F200W,nrca2,a,168,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00007_daophot_basic.fits,1.9197073672308533,1.044844663222321,1.9197073672308533,1.044844663222321,0.06583198685355396,0.06561911443490555,jw01182004002,002,004,7,F200W,nrca2,a,207,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00008_daophot_basic.fits,1.9256814071560029,1.046881586626668,1.9256814071560029,1.046881586626668,0.060840936280259335,0.06518075128878148,jw01182004002,002,004,8,F200W,nrca2,a,200,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00009_daophot_basic.fits,1.915537282920991,1.0499127890325468,1.915537282920991,1.0499127890325468,0.06363667995588591,0.062021537886083465,jw01182004002,002,004,9,F200W,nrca2,a,194,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00010_daophot_basic.fits,1.9204801615138194,1.049406408840369,1.9204801615138194,1.049406408840369,0.06451885636544825,0.06134803456803191,jw01182004002,002,004,10,F200W,nrca2,a,195,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00011_daophot_basic.fits,1.9359907581225115,1.065393279151138,1.9359907581225115,1.065393279151138,0.056590946627236,0.05184194618147485,jw01182004002,002,004,11,F200W,nrca2,a,169,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca2_visit002_exp00012_daophot_basic.fits,1.948560237608558,1.0670096939547449,1.948560237608558,1.0670096939547449,0.05915260252971925,0.053708517641207175,jw01182004002,002,004,12,F200W,nrca2,a,172,1.948644183924057,0.998253165266604
/orange/adamginsburg/jwst/brick/F200W/f200w_nrca3_visit002_exp00001_daophot_basic.fits,1.991135796107028,1.095520796473636,1.991135796107028,1.095520796473636,0.06169514580840259,0.08338253695853352,jw01182004002,002,004,1,F200W,nrca3,a,186,1.9511929331890314,0.9996437433608776
